Sample,X,Y,Z
0,0.023,0.207,1.078
1,0.020,-0.043,1.035
2,0.027,-0.035,1.043
3,0.035,-0.027,1.027
4,0.008,-0.043,1.047
5,0.012,-0.051,1.047
6,0.031,-0.035,1.023
7,0.027,-0.027,1.047
8,0.008,-0.027,1.023
9,0.012,-0.043,1.043
10,0.027,-0.047,1.023
11,0.027,-0.035,1.059
12,0.023,-0.023,1.031
13,0.016,-0.039,1.031
14,0.016,-0.047,1.031
15,0.020,-0.027,1.039
16,0.027,-0.031,1.047
17,0.031,-0.027,1.039
18,0.008,-0.035,1.043
19,0.020,-0.047,1.023
20,0.023,-0.035,1.039
21,0.027,-0.031,1.043
22,0.027,-0.039,1.047
23,0.016,-0.035,1.023
24,0.023,-0.043,1.062
25,0.008,-0.016,1.055
26,0.059,-0.055,1.090
27,-0.020,-0.043,1.039
28,0.051,-0.027,1.035
29,0.023,-0.039,1.020
30,0.023,-0.031,1.039
31,0.031,-0.035,1.023
32,0.016,-0.043,1.035
33,0.008,-0.043,1.027
34,0.031,-0.039,1.051
35,0.016,-0.031,1.027
36,0.012,-0.043,1.043
37,0.012,-0.035,1.035
38,0.035,-0.031,1.031
39,0.027,-0.027,1.043
40,0.008,-0.039,1.039
41,0.004,-0.051,1.039
42,0.027,-0.031,1.020
43,0.039,-0.031,1.035
44,0.008,-0.043,1.051
45,0.012,-0.039,1.039
46,0.023,-0.035,1.016
47,0.031,-0.039,1.043
48,0.008,-0.023,1.102
49,0.047,-0.035,1.129
50,0.051,-0.047,1.012
51,0.000,-0.031,0.988
52,0.047,-0.023,1.098
53,0.016,-0.059,1.055
54,0.023,-0.055,1.043
55,0.039,-0.023,1.012
56,0.023,-0.039,1.051
57,0.012,-0.039,1.035
58,0.016,-0.051,1.055
59,0.027,-0.039,1.023
60,0.020,-0.031,1.043
61,0.016,-0.031,1.047
62,0.020,-0.047,1.051
63,0.012,-0.043,1.043
64,0.016,-0.027,1.016
65,0.023,-0.035,1.059
66,0.031,-0.023,1.027
67,0.008,-0.043,1.039
68,0.012,-0.051,1.027
69,0.039,-0.035,1.059
70,0.039,-0.023,1.031
71,0.012,-0.039,1.031
72,0.035,-0.043,0.969
73,0.012,-0.062,1.043
74,-0.012,-0.027,1.055
75,0.062,-0.016,1.055
76,0.016,-0.043,1.098
77,0.031,-0.051,0.984
78,0.043,-0.043,1.059
79,0.031,-0.020,1.023
80,0.000,-0.039,1.043
81,0.012,-0.043,1.023
82,0.039,-0.039,1.070
83,0.035,-0.008,1.012
84,0.004,-0.027,1.031
85,0.004,-0.047,1.043
86,0.031,-0.035,1.047
87,0.039,-0.012,1.023
88,0.012,-0.035,1.031
89,-0.008,-0.051,1.062
90,0.023,-0.043,1.023
91,0.039,-0.035,1.016
92,0.043,-0.031,1.035
93,0.148,-0.129,1.133
94,0.387,-0.180,1.172
95,0.508,-0.121,0.984
96,0.586,-0.070,1.227
97,0.801,-0.066,1.379
98,1.016,-0.297,1.492
99,0.969,-0.191,1.098
100,0.988,0.078,1.125
101,1.047,0.117,0.887
102,1.172,-0.223,1.227
103,1.020,-0.098,0.793
104,0.707,0.270,0.602
105,0.863,0.270,0.672
106,1.039,-0.098,0.988
107,0.676,-0.008,0.715
108,0.418,0.383,0.520
109,0.566,0.324,0.719
110,0.699,-0.027,1.148
111,0.406,-0.031,1.191
112,0.246,0.379,0.836
113,0.461,0.324,0.953
114,0.551,-0.156,1.621
115,0.281,-0.270,1.668
116,0.051,0.109,1.199
117,0.305,0.191,1.043
118,0.305,0.191,1.043
119,0.527,-0.176,1.387
120,0.207,-0.445,1.543
121,-0.039,-0.113,1.066
122,0.301,0.133,0.742
123,0.555,-0.242,0.922
124,0.227,-0.496,1.234
125,0.188,-0.117,0.793
126,0.645,0.078,0.617
127,0.871,-0.254,0.887
128,0.598,-0.414,1.293
129,0.527,-0.016,0.738
130,1.047,0.180,0.703
131,1.332,-0.066,1.109
