Sample,X,Y,Z
0,0.039,0.047,1.074
1,0.023,-0.039,1.035
2,0.012,-0.043,1.023
3,0.020,-0.039,1.035
4,0.027,-0.047,1.047
5,0.020,-0.059,1.043
6,0.012,-0.043,1.031
7,0.023,-0.035,1.039
8,0.039,-0.039,1.043
9,0.020,-0.043,1.043
10,0.020,-0.043,1.035
11,0.027,-0.031,1.035
12,0.043,-0.039,1.035
13,0.020,-0.043,1.043
14,0.020,-0.047,1.031
15,0.020,-0.031,1.023
16,0.031,-0.051,1.043
17,0.027,-0.055,1.059
18,0.020,-0.031,1.043
19,0.020,-0.035,1.020
20,0.023,-0.035,1.043
21,0.016,-0.047,1.055
22,0.023,-0.043,1.031
23,0.027,-0.027,1.008
24,0.031,-0.043,1.090
25,0.020,-0.031,1.105
26,0.035,-0.051,0.988
27,-0.012,-0.051,1.012
28,0.066,-0.035,1.098
29,0.047,-0.035,1.004
30,0.004,-0.055,1.020
31,0.020,-0.043,1.035
32,0.023,-0.031,1.027
33,0.031,-0.035,1.051
34,0.023,-0.047,1.039
35,0.016,-0.051,1.031
36,0.016,-0.043,1.023
37,0.023,-0.035,1.043
38,0.023,-0.043,1.047
39,0.020,-0.039,1.035
40,0.020,-0.035,1.035
41,0.027,-0.035,1.035
42,0.027,-0.055,1.047
43,0.016,-0.035,1.031
44,0.023,-0.039,1.035
45,0.031,-0.043,1.051
46,0.023,-0.039,1.043
47,0.020,-0.035,1.043
48,-0.004,-0.031,1.062
49,0.035,-0.039,1.094
50,0.031,-0.031,1.043
51,-0.008,-0.051,1.012
52,-0.031,-0.051,1.051
53,0.051,-0.039,1.121
54,0.031,-0.035,1.020
55,0.031,-0.035,1.023
56,0.023,-0.039,1.043
57,0.016,-0.039,1.047
58,0.031,-0.039,1.039
59,0.020,-0.039,1.035
60,0.020,-0.035,1.039
61,0.020,-0.039,1.051
62,0.023,-0.043,1.039
63,0.016,-0.043,1.027
64,0.020,-0.031,1.031
65,0.016,-0.031,1.047
66,0.023,-0.043,1.047
67,0.027,-0.039,1.039
68,0.023,-0.031,1.035
69,0.020,-0.051,1.043
70,0.023,-0.039,1.043
71,0.008,-0.047,1.023
72,0.043,-0.039,1.098
73,0.047,-0.027,1.094
74,0.027,-0.039,1.023
75,-0.012,-0.055,0.980
76,0.031,-0.039,1.062
77,0.043,-0.039,1.012
78,0.016,-0.047,1.031
79,0.016,-0.051,1.051
80,0.016,-0.039,1.027
81,0.031,-0.035,1.020
82,0.035,-0.039,1.039
83,0.023,-0.047,1.035
84,0.020,-0.043,1.031
85,0.020,-0.027,1.023
86,0.023,-0.039,1.035
87,0.023,-0.059,1.047
