Sample,X,Y,Z
0,0.004,0.219,1.062
1,0.020,-0.035,1.062
2,0.020,-0.035,1.004
3,0.012,-0.043,1.031
4,0.020,-0.035,1.047
5,0.020,-0.027,1.059
6,0.020,-0.035,1.012
7,0.020,-0.039,1.012
8,0.016,-0.023,1.059
9,0.016,-0.031,1.047
10,0.012,-0.027,1.016
11,0.008,-0.031,1.020
12,0.004,-0.039,1.051
13,0.027,-0.031,1.055
14,0.012,-0.027,0.996
15,-0.004,-0.047,1.039
16,0.023,-0.031,1.047
17,0.031,-0.035,1.039
18,0.012,-0.035,1.023
19,0.004,-0.031,1.020
20,0.016,-0.047,1.043
21,0.031,-0.031,1.047
22,0.016,-0.023,1.020
23,-0.008,-0.043,1.027
24,0.027,-0.035,1.066
25,0.039,-0.047,1.008
26,0.023,-0.031,1.012
27,0.012,-0.039,1.148
28,0.016,-0.047,0.926
29,0.020,-0.051,1.035
30,0.004,-0.016,1.012
31,0.000,-0.023,1.039
32,0.016,-0.043,1.039
33,0.035,-0.039,1.027
34,0.020,-0.023,1.055
35,-0.008,-0.031,1.020
36,0.012,-0.047,1.039
37,0.031,-0.035,1.047
38,0.012,-0.020,1.016
39,0.000,-0.035,1.043
40,0.008,-0.051,1.020
41,0.016,-0.047,1.051
42,0.016,-0.016,1.027
43,0.016,-0.020,1.039
44,0.004,-0.043,1.043
45,0.012,-0.039,1.031
46,0.027,-0.023,1.031
47,0.012,-0.031,1.035
48,0.023,-0.027,1.086
49,-0.035,-0.055,0.984
50,0.000,-0.039,1.047
51,0.066,-0.023,1.055
52,0.055,-0.031,0.969
53,0.012,-0.047,0.984
54,0.020,-0.035,1.051
55,0.016,-0.039,1.043
56,0.004,-0.039,1.031
57,0.012,-0.035,1.031
58,0.023,-0.027,1.043
59,0.027,-0.043,1.047
60,0.000,-0.039,1.039
61,0.000,-0.039,1.031
62,0.031,-0.020,1.023
63,0.023,-0.047,1.062
64,0.004,-0.031,1.020
65,0.008,-0.035,1.027
66,0.008,-0.035,1.027
67,0.051,-0.023,1.035
68,0.031,-0.043,1.055
69,-0.016,-0.047,1.031
70,0.016,-0.043,1.020
71,0.051,-0.031,1.047
72,0.020,-0.031,1.035
73,0.008,-0.043,1.094
74,0.023,-0.035,1.023
75,-0.016,-0.031,0.992
76,0.039,-0.031,1.035
77,-0.016,-0.039,1.094
78,-0.008,-0.062,0.980
79,0.055,-0.031,0.996
80,0.008,-0.035,1.062
81,-0.020,-0.031,1.023
82,0.023,-0.051,1.035
83,0.051,-0.027,1.031
84,0.012,-0.020,1.039
85,-0.023,-0.043,1.051
86,0.020,-0.051,1.023
87,0.055,-0.039,1.035
88,0.020,-0.016,1.047
89,-0.020,-0.020,1.039
90,0.020,-0.051,1.043
91,0.051,-0.039,1.023
92,0.000,-0.016,1.051
93,-0.008,-0.020,1.008
94,0.105,-0.090,1.066
95,0.219,-0.152,1.148
96,0.148,-0.098,1.117
97,0.027,-0.008,1.023
98,0.156,-0.094,0.965
99,0.398,-0.164,1.133
100,0.227,-0.082,1.055
101,-0.008,-0.035,0.938
102,0.215,-0.055,1.105
103,0.508,-0.094,1.242
104,0.195,-0.008,0.953
105,0.008,-0.059,1.105
106,0.426,-0.039,1.234
