Sample,X,Y,Z
0,0.000,0.004,1.070
1,0.035,-0.035,1.039
2,0.012,-0.043,1.051
3,0.000,-0.027,1.020
4,0.008,-0.035,1.020
5,0.031,-0.039,1.043
6,0.016,-0.035,1.043
7,0.000,-0.035,1.027
8,0.008,-0.047,1.023
9,0.031,-0.043,1.039
10,0.031,-0.031,1.035
11,0.004,-0.035,1.031
12,0.008,-0.047,1.027
13,0.035,-0.051,1.027
14,0.023,-0.035,1.039
15,0.016,-0.023,1.035
16,0.000,-0.035,1.012
17,0.023,-0.043,1.043
18,0.023,-0.035,1.039
19,0.012,-0.039,1.027
20,0.000,-0.043,1.016
21,0.023,-0.035,1.039
22,0.023,-0.031,1.031
23,0.016,-0.039,1.043
24,0.039,-0.031,1.047
25,-0.012,-0.035,0.977
26,0.012,-0.043,1.043
27,0.039,-0.035,1.156
28,0.016,-0.035,0.988
29,0.004,-0.047,1.023
30,0.027,-0.035,1.047
31,0.023,-0.039,1.031
32,0.012,-0.035,1.031
33,0.012,-0.027,1.023
34,0.023,-0.043,1.027
35,0.023,-0.039,1.059
36,0.012,-0.023,1.039
37,0.023,-0.035,1.016
38,0.016,-0.043,1.031
39,0.020,-0.035,1.051
40,0.008,-0.039,1.031
41,0.016,-0.047,1.039
42,0.031,-0.031,1.031
43,0.020,-0.039,1.055
44,0.004,-0.035,1.027
45,0.016,-0.047,1.031
46,0.016,-0.039,1.027
47,0.023,-0.039,1.043
48,0.059,-0.031,1.066
49,0.027,-0.047,1.016
50,-0.043,-0.035,0.988
51,0.043,-0.031,1.055
52,0.039,-0.039,1.066
53,0.004,-0.055,0.984
54,0.012,-0.027,1.035
55,0.020,-0.035,1.031
56,0.012,-0.035,1.043
57,0.027,-0.039,1.020
58,0.031,-0.031,1.035
59,0.012,-0.027,1.035
60,0.008,-0.035,1.039
61,0.012,-0.035,1.031
62,0.031,-0.035,1.023
63,0.020,-0.035,1.047
64,0.012,-0.039,1.055
65,0.012,-0.035,1.035
66,0.023,-0.031,1.020
67,0.031,-0.035,1.043
68,0.012,-0.035,1.043
69,0.012,-0.027,1.027
70,0.020,-0.035,1.047
71,0.020,-0.027,1.031
72,0.023,-0.027,1.098
73,-0.008,-0.043,0.949
74,-0.008,-0.051,1.031
75,0.055,-0.031,1.094
76,0.016,-0.020,1.035
77,0.004,-0.039,1.035
78,0.016,-0.035,1.047
79,0.027,-0.031,1.020
80,0.012,-0.035,1.035
81,0.008,-0.039,1.043
82,0.016,-0.043,1.047
83,0.027,-0.031,1.016
84,0.020,-0.035,1.023
85,0.004,-0.043,1.051
86,0.008,-0.043,1.055
87,0.016,-0.027,1.031
88,-0.027,0.129,1.203
89,-0.086,0.461,1.203
90,-0.031,0.512,1.152
91,-0.008,0.453,1.332
92,0.012,0.645,1.363
93,0.078,0.938,1.145
94,0.078,1.059,0.805
95,-0.031,0.910,1.012
96,0.008,0.809,1.199
97,0.090,0.844,1.098
98,-0.066,0.961,0.793
99,-0.207,0.758,0.875
100,-0.094,0.441,1.316
101,-0.055,0.512,0.883
102,-0.117,0.637,0.621
103,-0.133,0.395,0.844
104,0.004,0.125,1.023
105,0.059,0.207,0.957
106,-0.008,0.414,0.715
107,0.020,0.246,0.961
108,0.102,0.090,1.215
109,0.070,0.195,1.164
110,-0.031,0.434,0.867
111,0.008,0.367,1.203
112,0.051,0.277,1.418
113,0.070,0.379,1.391
114,0.070,0.379,1.391
115,0.133,0.602,1.074
116,0.016,0.527,1.145
117,0.082,0.465,1.281
118,0.188,0.602,1.188
119,0.223,0.770,0.805
120,0.008,0.684,0.754
121,0.023,0.457,1.098
122,0.008,0.637,1.035
123,0.137,0.789,0.625
124,-0.039,0.605,0.812
125,-0.062,0.523,1.004
126,-0.172,0.629,0.926
127,-0.109,0.711,0.770
128,-0.082,0.445,0.938
129,-0.219,0.301,1.227
130,-0.273,0.523,0.945
131,-0.004,0.531,0.949
132,-0.188,0.262,1.145
133,-0.133,0.137,1.332
134,-0.309,0.316,1.250
135,-0.105,0.457,0.875
136,0.141,0.328,1.008
137,0.062,0.133,1.305
138,-0.086,0.297,1.203
139,0.070,0.430,0.867
140,0.262,0.383,0.785
141,0.203,0.379,1.215
142,0.090,0.414,1.039
143,0.125,0.426,0.801
144,0.234,0.520,1.285
145,0.312,0.707,0.758
146,0.098,0.586,1.117
147,0.160,0.426,1.148
