Sample,X,Y,Z
0,0.004,0.238,1.082
1,0.023,-0.027,1.035
2,0.020,-0.047,1.047
3,0.027,-0.047,1.020
4,0.023,-0.027,1.023
5,0.020,-0.039,1.051
6,0.023,-0.035,1.043
7,0.023,-0.043,1.020
8,0.023,-0.043,1.027
9,0.020,-0.027,1.043
10,0.016,-0.039,1.051
11,0.027,-0.047,1.031
12,0.027,-0.031,1.020
13,0.016,-0.031,1.043
14,0.020,-0.039,1.043
15,0.027,-0.047,1.043
16,0.020,-0.039,1.035
17,0.020,-0.023,1.016
18,0.023,-0.035,1.051
19,0.027,-0.035,1.035
20,0.023,-0.047,1.039
21,0.023,-0.031,1.051
22,0.027,-0.031,1.031
23,0.020,-0.047,1.051
24,0.023,-0.039,1.027
25,0.047,-0.012,1.098
26,0.070,-0.031,1.062
27,-0.016,-0.043,0.992
28,0.027,-0.062,0.965
29,0.047,-0.039,1.082
30,0.035,-0.027,1.031
31,0.020,-0.035,1.027
32,0.012,-0.035,1.023
33,0.023,-0.043,1.035
34,0.027,-0.031,1.051
35,0.023,-0.031,1.039
36,0.012,-0.039,1.031
37,0.012,-0.047,1.027
38,0.020,-0.043,1.043
39,0.027,-0.031,1.051
40,0.023,-0.039,1.031
41,0.020,-0.035,1.023
42,0.023,-0.047,1.035
43,0.027,-0.031,1.059
44,0.023,-0.031,1.027
45,0.023,-0.039,1.020
46,0.016,-0.051,1.043
47,0.027,-0.035,1.039
48,0.008,-0.035,1.016
49,0.059,-0.012,1.121
50,0.074,-0.051,1.047
51,-0.020,-0.051,0.996
52,0.039,-0.043,1.004
53,0.012,-0.012,1.098
54,0.027,-0.031,1.000
55,0.031,-0.039,1.031
56,0.016,-0.035,1.047
57,0.016,-0.031,1.035
58,0.027,-0.039,1.035
59,0.031,-0.035,1.031
60,0.016,-0.039,1.043
61,0.020,-0.031,1.043
62,0.020,-0.035,1.027
63,0.027,-0.031,1.031
64,0.016,-0.031,1.035
65,0.020,-0.039,1.047
66,0.023,-0.043,1.031
67,0.020,-0.035,1.023
68,0.027,-0.039,1.027
69,0.027,-0.031,1.039
70,0.020,-0.039,1.047
71,0.020,-0.039,1.027
72,0.039,-0.039,1.023
73,0.039,-0.039,1.059
74,-0.023,-0.047,1.012
75,0.031,-0.055,1.047
76,0.035,-0.027,1.145
77,0.035,-0.039,0.969
78,0.008,-0.039,1.027
79,0.008,-0.031,1.027
80,0.020,-0.035,1.047
81,0.031,-0.035,1.043
82,0.016,-0.031,1.023
83,0.016,-0.039,1.031
84,0.027,-0.031,1.031
85,0.023,-0.043,1.047
86,0.020,-0.031,1.051
87,0.027,-0.027,1.031
88,0.031,-0.035,1.043
89,0.023,-0.051,1.047
90,0.105,-0.043,1.055
91,0.391,-0.062,1.051
92,0.500,-0.055,1.031
93,0.285,-0.059,1.098
94,0.566,-0.188,1.215
95,1.102,-0.277,1.211
96,1.023,-0.145,1.012
97,0.691,-0.035,0.969
98,1.008,-0.203,1.109
99,1.520,-0.203,1.320
100,1.375,0.195,0.801
101,0.723,0.203,0.602
102,0.816,-0.055,1.062
103,1.332,-0.023,1.172
104,1.246,0.238,0.832
105,0.527,0.406,0.496
106,0.367,0.141,0.980
107,0.816,0.008,1.371
108,0.809,0.180,1.035
109,0.316,0.383,0.652
110,-0.004,0.125,1.043
111,0.242,-0.129,1.633
112,0.473,0.105,1.094
113,0.266,0.203,0.727
114,-0.109,-0.023,1.152
115,-0.105,-0.270,1.488
116,0.176,-0.227,1.242
117,0.230,-0.078,0.789
118,0.086,-0.191,1.059
119,0.148,-0.402,1.426
120,0.328,-0.227,1.023
121,0.465,-0.082,0.742
122,0.469,-0.148,0.930
123,0.559,-0.270,1.078
124,0.711,-0.223,1.008
125,0.887,0.000,0.766
126,0.898,-0.035,1.023
127,0.941,0.027,1.125
128,1.059,0.070,0.969
129,1.066,0.113,0.957
130,1.012,0.074,1.098
131,0.945,-0.031,1.473
132,0.996,0.215,1.023
133,0.949,0.242,0.945
134,0.836,0.195,0.957
135,0.719,0.098,1.211
136,0.621,0.125,1.113
137,0.445,0.234,0.707
138,0.352,0.074,0.945
139,0.387,-0.035,1.141
140,0.352,-0.098,1.125
141,0.168,0.023,0.785
142,0.168,0.023,0.785
143,-0.098,0.062,0.820
144,0.039,-0.027,1.047
145,0.383,-0.199,1.188
146,0.305,-0.188,1.074
147,-0.055,-0.023,0.852
148,-0.098,-0.109,1.066
149,0.527,-0.324,1.559
150,0.758,-0.312,1.414
151,0.309,-0.004,0.871
152,0.258,0.047,0.797
153,0.828,-0.367,1.527
154,1.016,-0.266,1.316
155,0.500,0.195,0.574
156,0.402,0.328,0.340
157,1.039,-0.266,1.395
158,1.246,-0.352,1.488
159,0.766,0.125,0.684
160,0.613,0.402,0.340
161,1.047,-0.082,1.348
162,1.051,-0.191,1.566
163,0.578,0.289,0.629
164,0.609,0.422,0.523
165,0.918,0.020,1.363
166,0.629,-0.086,1.398
167,0.422,0.215,0.840
168,0.414,0.422,0.602
169,0.578,0.074,1.367
170,0.324,-0.273,1.586
171,0.121,0.098,0.594
172,0.246,0.129,0.695
173,0.141,-0.152,1.387
174,-0.004,-0.375,1.484
175,-0.242,-0.051,0.812
176,-0.145,0.043,0.547
177,-0.254,-0.328,1.387
178,-0.555,-0.340,1.223
179,-0.410,-0.180,0.797
180,-0.230,-0.102,0.828
181,-0.461,-0.223,1.094
182,-0.664,-0.312,1.316
183,-0.180,-0.168,1.023
184,0.141,-0.117,0.945
185,-0.281,-0.023,0.957
186,-0.480,-0.051,1.082
187,0.090,-0.098,1.207
188,0.316,0.070,0.855
189,-0.027,0.148,0.996
190,0.094,0.066,1.191
191,0.480,-0.004,1.129
192,0.418,0.113,0.816
193,0.117,0.105,1.230
194,0.320,0.066,1.344
195,0.473,0.223,0.660
196,0.504,0.227,0.668
197,0.301,0.051,1.059
198,0.148,-0.023,1.121
199,0.219,0.121,0.773
200,0.340,0.066,0.840
201,0.121,-0.062,1.090
202,-0.043,-0.211,1.324
203,0.000,-0.062,0.945
204,0.141,-0.051,0.777
205,-0.105,-0.215,1.258
206,-0.234,-0.305,1.414
207,-0.305,-0.094,0.863
208,-0.355,-0.125,0.969
209,-0.164,-0.305,1.383
210,-0.328,-0.258,1.207
211,-0.441,-0.020,0.629
212,-0.379,-0.027,0.852
213,-0.234,-0.195,1.375
214,-0.070,-0.098,1.168
215,-0.125,0.031,0.938
216,-0.184,0.230,0.648
217,-0.094,0.062,1.133
218,0.219,-0.152,1.430
219,0.227,0.121,0.949
220,0.008,0.312,0.512
221,0.309,-0.066,1.402
222,0.379,-0.191,1.547
223,0.301,0.113,0.727
224,0.098,0.250,0.516
225,0.273,0.004,1.211
226,0.410,-0.145,1.250
227,0.312,0.039,0.789
228,0.281,0.117,0.789
229,0.207,0.016,1.184
230,0.199,-0.105,1.258
231,0.305,-0.047,0.883
232,-0.027,0.043,0.652
233,-0.066,-0.164,1.375
234,0.074,-0.074,1.148
235,-0.074,-0.191,0.895
236,-0.324,-0.312,1.293
237,-0.246,-0.184,1.367
238,0.016,-0.012,0.922
239,-0.195,-0.059,0.605
240,-0.406,-0.332,1.367
241,-0.402,-0.070,1.191
242,-0.172,0.109,0.754
243,-0.031,-0.047,0.727
244,-0.289,-0.324,1.391
245,-0.375,0.000,1.117
246,0.000,0.270,0.660
247,0.281,0.148,0.746
248,-0.078,-0.219,1.410
249,-0.113,-0.102,1.453
250,0.316,0.238,0.844
251,0.434,0.109,0.922
252,0.156,-0.121,1.281
253,0.047,-0.094,1.465
254,0.340,0.316,0.562
255,0.477,0.121,0.789
256,0.211,-0.242,1.457
257,-0.008,-0.172,1.262
258,0.312,0.113,0.566
259,0.484,0.008,0.836
260,0.090,-0.203,1.273
261,-0.090,-0.027,0.852
262,0.242,0.070,0.750
263,0.137,0.102,0.629
264,-0.277,-0.277,1.340
265,-0.227,-0.312,1.523
266,-0.129,0.070,0.762
267,-0.508,0.152,0.715
268,-0.719,-0.266,1.367
269,-0.578,-0.320,1.586
270,-0.770,-0.047,0.957
271,-1.008,0.137,0.664
272,-0.992,-0.086,1.152
273,-0.930,-0.320,1.410
274,-1.234,-0.039,0.758
275,-1.141,0.117,0.738
276,-0.734,-0.066,1.133
277,-0.902,-0.156,1.078
278,-1.246,0.031,0.773
