Sample,X,Y,Z
0,0.023,-0.004,1.070
1,0.012,-0.027,1.031
2,0.004,-0.043,1.047
3,0.016,-0.047,1.039
4,0.016,-0.043,1.027
5,0.016,-0.027,1.031
6,0.016,-0.047,1.047
7,0.027,-0.043,1.027
8,0.012,-0.039,1.027
9,0.012,-0.035,1.039
10,0.016,-0.047,1.039
11,0.031,-0.039,1.051
12,0.016,-0.035,1.039
13,0.000,-0.043,1.027
14,0.012,-0.043,1.043
15,0.023,-0.051,1.035
16,0.020,-0.035,1.031
17,0.000,-0.020,1.027
18,0.016,-0.039,1.051
19,0.023,-0.051,1.051
20,0.016,-0.031,1.035
21,0.004,-0.031,1.031
22,0.004,-0.031,1.031
23,0.016,-0.043,1.055
24,0.035,-0.047,1.055
25,0.047,-0.023,1.031
26,0.035,-0.035,1.059
27,-0.027,-0.051,1.035
28,0.031,-0.055,1.027
29,0.051,-0.039,1.074
30,0.008,-0.043,1.145
31,0.012,-0.031,1.012
32,0.023,-0.035,1.035
33,0.027,-0.035,1.043
34,0.004,-0.051,1.035
35,0.004,-0.039,1.016
36,0.012,-0.027,1.035
37,0.027,-0.039,1.051
38,0.031,-0.043,1.031
39,0.008,-0.031,1.035
40,0.008,-0.039,1.039
41,0.039,-0.047,1.055
42,0.020,-0.031,1.031
43,0.012,-0.035,1.031
44,0.012,-0.035,1.035
45,0.023,-0.039,1.043
46,0.016,-0.043,1.039
47,0.004,-0.031,1.020
48,0.035,-0.027,1.102
49,0.031,-0.059,1.012
50,-0.047,-0.047,1.023
51,0.074,-0.035,1.035
52,0.031,-0.035,1.145
53,0.023,-0.043,1.059
54,0.008,-0.047,1.031
55,0.012,-0.039,1.027
56,0.016,-0.043,1.035
57,0.016,-0.027,1.035
58,0.016,-0.051,1.051
59,0.016,-0.039,1.020
60,0.012,-0.043,1.047
61,0.012,-0.031,1.023
62,0.008,-0.047,1.055
63,0.008,-0.039,1.027
64,0.027,-0.035,1.035
65,0.020,-0.031,1.031
66,0.020,-0.043,1.051
67,0.016,-0.051,1.039
68,0.016,-0.031,1.027
69,0.016,-0.031,1.027
70,0.008,-0.039,1.047
71,0.016,-0.043,1.031
72,0.031,-0.031,0.984
73,0.031,-0.027,1.066
74,-0.023,-0.059,1.023
75,0.027,-0.051,0.984
76,0.039,-0.023,1.145
77,0.031,-0.016,0.949
78,0.008,-0.047,1.043
79,0.008,-0.047,1.043
80,0.016,-0.031,1.027
81,0.027,-0.016,1.031
82,0.020,-0.039,1.059
83,0.016,-0.059,1.055
84,0.008,-0.043,1.004
85,0.027,-0.020,1.027
86,0.027,-0.035,1.066
87,0.012,-0.055,1.047
88,0.000,-0.051,1.023
89,0.023,-0.016,1.020
90,0.035,-0.027,1.062
91,0.008,-0.059,1.059
92,-0.004,-0.047,1.027
93,0.016,0.062,1.121
94,0.016,0.062,1.121
