Sample,X,Y,Z
0,0.027,0.215,1.066
1,0.023,-0.039,1.027
2,0.023,-0.039,1.023
3,0.023,-0.043,1.035
4,0.020,-0.031,1.059
5,0.016,-0.035,1.031
6,0.023,-0.039,1.027
7,0.023,-0.031,1.043
8,0.020,-0.043,1.051
9,0.027,-0.039,1.035
10,0.023,-0.039,1.031
11,0.016,-0.031,1.031
12,0.016,-0.039,1.051
13,0.027,-0.027,1.027
14,0.016,-0.035,1.043
15,0.012,-0.031,1.039
16,0.031,-0.039,1.047
17,0.035,-0.039,1.027
18,0.008,-0.031,1.031
19,0.012,-0.043,1.047
20,0.031,-0.043,1.047
21,0.031,-0.039,1.035
22,0.012,-0.031,1.031
23,0.027,-0.035,1.043
24,0.035,-0.055,1.082
25,0.047,-0.035,1.098
26,-0.031,-0.031,1.008
27,0.039,-0.035,1.078
28,0.035,-0.035,1.109
29,0.023,-0.062,0.961
30,0.023,-0.035,1.035
31,0.023,-0.043,1.039
32,0.027,-0.031,1.031
33,0.023,-0.039,1.039
34,0.012,-0.035,1.047
35,0.020,-0.035,1.035
36,0.020,-0.035,1.051
37,0.016,-0.031,1.031
38,0.016,-0.035,1.039
39,0.027,-0.035,1.035
40,0.023,-0.043,1.043
41,0.020,-0.031,1.031
42,0.023,-0.043,1.047
43,0.027,-0.039,1.031
44,0.023,-0.035,1.043
45,0.020,-0.039,1.043
46,0.020,-0.039,1.043
47,0.020,-0.039,1.035
48,0.027,-0.035,1.031
49,0.020,-0.031,1.082
50,0.043,-0.023,1.078
51,0.031,-0.062,1.059
52,0.004,-0.055,1.023
53,0.035,-0.039,1.047
54,0.039,-0.023,1.082
55,0.031,-0.031,0.992
56,0.016,-0.047,1.051
57,0.012,-0.031,1.031
58,0.027,-0.043,1.035
59,0.027,-0.031,1.023
60,0.012,-0.035,1.035
61,0.020,-0.039,1.051
62,0.020,-0.043,1.020
63,0.023,-0.043,1.051
64,0.023,-0.020,1.043
65,0.020,-0.039,1.039
66,0.027,-0.051,1.039
67,0.027,-0.039,1.047
68,0.020,-0.031,1.043
69,0.023,-0.031,1.031
70,0.012,-0.047,1.043
71,0.016,-0.039,1.047
72,0.047,-0.031,1.066
73,0.031,-0.008,1.062
74,-0.020,-0.055,1.004
75,0.023,-0.055,1.035
76,0.031,-0.043,1.105
77,0.023,-0.051,0.961
78,0.027,-0.031,1.020
79,0.016,-0.043,1.051
80,0.027,-0.039,1.039
81,0.023,-0.035,1.035
82,0.012,-0.031,1.031
83,0.012,-0.055,1.043
84,0.023,-0.043,1.039
85,0.027,-0.039,1.039
86,0.012,-0.039,1.039
87,0.020,-0.043,1.035
88,0.023,-0.039,1.047
89,0.027,-0.039,1.031
90,0.016,-0.031,1.035
91,0.023,-0.035,1.039
92,0.020,-0.039,1.047
93,0.020,-0.039,1.043
94,0.023,-0.031,1.031
95,0.023,-0.039,1.043
96,0.051,-0.023,1.023
97,0.027,-0.051,1.105
98,-0.008,-0.051,1.031
99,0.023,-0.043,1.102
100,0.039,-0.039,1.035
101,0.062,-0.055,1.070
102,0.191,-0.055,1.023
103,0.223,-0.121,1.078
104,0.129,-0.129,1.078
105,0.223,-0.098,1.125
106,0.500,-0.082,1.238
107,0.438,-0.066,0.941
108,0.184,-0.246,1.109
109,0.348,-0.141,1.230
110,0.645,0.074,0.988
111,0.445,0.012,0.914
112,0.129,-0.125,1.066
113,0.391,-0.121,1.234
114,0.727,0.062,0.891
115,0.469,0.074,0.934
116,0.051,0.016,0.992
117,0.254,0.027,0.988
118,0.676,0.133,0.848
119,0.523,0.059,0.914
120,0.098,0.035,0.984
121,0.164,0.152,0.980
122,0.551,0.125,0.875
123,0.750,0.016,1.148
124,0.340,-0.039,1.277
125,0.109,0.113,1.000
126,0.562,0.055,1.160
127,0.785,-0.094,1.258
128,0.469,-0.141,1.320
129,0.305,0.020,0.980
130,0.527,0.043,0.863
131,0.711,-0.129,1.086
132,0.500,-0.191,1.070
133,0.281,-0.059,0.844
134,0.484,0.016,0.734
135,0.676,-0.121,0.867
136,0.559,-0.242,1.023
137,0.414,-0.152,1.008
138,0.555,-0.016,0.984
139,0.840,0.004,0.988
140,0.742,-0.145,1.008
141,0.371,-0.180,1.184
142,0.508,0.008,1.168
143,1.004,0.043,1.191
144,0.719,0.102,1.020
145,0.156,-0.027,1.320
146,0.246,0.098,1.012
147,0.844,0.109,0.887
148,0.762,0.047,1.070
149,0.195,0.047,1.098
150,0.141,0.168,0.945
151,0.570,0.129,0.844
152,0.789,-0.031,1.082
153,0.520,0.012,1.164
154,0.246,0.191,0.895
155,0.434,0.184,0.668
156,0.828,-0.121,1.164
157,0.801,-0.160,1.418
158,0.449,0.160,0.848
159,0.359,0.098,0.586
160,0.828,-0.281,1.234
161,0.902,-0.387,1.477
162,0.449,-0.020,1.031
163,0.348,0.133,0.621
164,0.793,-0.258,1.246
165,0.684,-0.465,1.508
166,0.418,-0.008,0.926
167,0.473,0.195,0.547
