Sample,X,Y,Z
0,0.020,0.051,1.066
1,0.027,-0.059,1.051
2,0.020,-0.047,1.039
3,0.016,-0.035,1.027
4,0.027,-0.035,1.035
5,0.027,-0.043,1.043
6,0.020,-0.047,1.047
7,0.016,-0.027,1.023
8,0.016,-0.020,1.008
9,0.020,-0.055,1.055
10,0.023,-0.051,1.055
11,0.023,-0.020,1.023
12,0.023,-0.035,1.035
13,0.023,-0.047,1.031
14,0.023,-0.039,1.043
15,0.020,-0.031,1.043
16,0.023,-0.027,1.027
17,0.023,-0.047,1.035
18,0.020,-0.043,1.039
19,0.012,-0.027,1.043
20,0.020,-0.035,1.047
21,0.035,-0.047,1.027
22,0.031,-0.047,1.051
23,0.016,-0.027,1.051
24,0.047,-0.043,0.977
25,0.020,-0.051,1.047
26,-0.020,-0.039,1.027
27,0.047,-0.031,1.082
28,0.059,-0.027,1.008
29,0.023,-0.062,0.973
30,0.004,-0.043,1.039
31,0.020,-0.035,1.039
32,0.027,-0.035,1.039
33,0.027,-0.043,1.035
34,0.027,-0.043,1.027
35,0.020,-0.031,1.035
36,0.012,-0.031,1.039
37,0.023,-0.047,1.031
38,0.023,-0.035,1.027
39,0.027,-0.016,1.035
40,0.020,-0.043,1.066
41,0.016,-0.059,1.035
42,0.016,-0.059,1.035
43,0.023,-0.039,1.008
44,0.039,-0.016,1.035
45,0.020,-0.031,1.062
46,0.008,-0.062,1.047
47,0.012,-0.055,1.023
48,0.031,-0.020,1.023
49,0.051,0.000,1.078
50,0.035,-0.062,1.152
51,-0.020,-0.070,0.977
52,0.047,-0.039,1.008
53,0.062,-0.016,1.043
54,0.016,-0.062,0.973
55,-0.004,-0.055,1.020
56,0.020,-0.035,1.027
57,0.043,-0.027,1.027
58,0.020,-0.043,1.070
59,0.012,-0.051,1.043
60,0.027,-0.039,1.023
61,0.035,-0.031,1.027
62,0.027,-0.039,1.047
63,0.012,-0.039,1.039
64,0.020,-0.039,1.031
65,0.031,-0.027,1.023
66,0.016,-0.035,1.035
67,0.008,-0.059,1.055
68,0.012,-0.039,1.055
69,0.027,-0.023,1.016
70,0.023,-0.043,1.027
71,0.008,-0.051,1.039
72,0.008,-0.035,1.156
73,0.035,-0.027,1.047
74,-0.012,-0.039,0.961
75,0.051,-0.043,1.066
76,0.035,-0.035,1.102
77,0.023,-0.055,1.004
78,0.031,-0.035,1.000
79,0.039,-0.039,1.020
80,0.043,-0.043,1.062
81,0.008,-0.051,1.059
82,0.012,-0.043,1.027
83,0.020,-0.031,1.023
84,0.031,-0.039,1.043
85,0.027,-0.039,1.051
86,0.004,-0.043,1.035
87,0.012,-0.035,1.023
88,0.043,-0.031,1.047
89,0.035,-0.051,1.074
90,0.016,-0.043,1.031
91,0.012,-0.031,1.027
92,0.031,-0.031,1.043
93,0.027,-0.035,1.070
94,0.012,0.133,1.234
95,0.031,0.496,1.184
96,0.023,0.527,1.062
97,-0.027,0.391,1.363
98,-0.082,0.609,1.359
99,0.043,1.078,1.090
100,0.020,1.184,0.762
101,-0.027,0.867,0.934
102,-0.070,0.668,1.383
103,-0.012,0.984,0.941
104,-0.023,1.078,0.641
105,-0.145,0.664,0.953
106,-0.242,0.324,1.172
107,-0.172,0.422,1.012
108,-0.051,0.637,0.535
109,0.020,0.383,0.949
110,-0.039,0.035,1.090
111,-0.078,0.074,1.020
112,0.078,0.355,0.871
113,0.141,0.262,1.012
114,0.051,-0.059,1.352
115,0.016,0.152,1.156
116,0.133,0.520,1.012
117,0.270,0.516,1.203
118,0.270,0.516,1.203
119,0.125,0.285,1.449
120,-0.023,0.328,1.273
121,0.047,0.664,1.004
122,0.168,0.762,1.078
123,0.148,0.641,1.223
124,-0.059,0.539,0.918
125,0.094,0.641,0.688
126,0.176,0.746,0.855
127,0.105,0.746,0.797
128,-0.137,0.555,0.980
129,-0.082,0.551,0.641
130,-0.070,0.527,0.961
131,-0.035,0.656,0.938
132,-0.098,0.668,1.164
133,-0.082,0.543,0.863
134,-0.113,0.297,1.352
135,-0.234,0.555,1.434
136,-0.145,0.695,1.020
137,-0.098,0.227,1.059
138,-0.066,0.098,1.508
139,-0.098,0.527,1.109
140,-0.074,0.527,0.789
141,0.137,0.117,0.840
142,-0.098,-0.020,1.184
143,-0.027,0.371,0.863
144,0.293,0.465,0.617
145,0.164,0.082,0.871
146,-0.129,0.004,0.938
147,-0.012,0.367,1.312
148,0.453,0.645,0.992
149,0.469,0.426,1.152
150,0.055,0.469,1.180
151,-0.273,0.680,1.348
152,0.078,0.875,1.145
153,0.223,0.629,1.191
154,0.273,0.578,1.086
155,-0.215,0.801,1.242
156,-0.250,0.977,0.824
157,0.277,0.500,0.984
158,0.281,0.227,1.121
159,-0.414,0.602,0.773
160,-0.523,0.797,0.461
161,0.117,0.398,0.871
162,0.219,0.031,1.066
163,-0.234,0.445,0.727
164,-0.750,0.832,0.664
165,0.227,0.469,1.180
166,0.484,0.023,1.309
167,-0.324,0.277,1.312
168,-0.641,0.754,0.973
169,0.320,0.414,1.418
170,0.723,0.004,1.578
171,-0.387,0.332,1.520
172,-0.305,0.875,0.914
173,0.512,0.488,1.383
174,0.430,0.078,1.492
175,-0.316,0.355,0.938
176,-0.441,0.582,0.328
177,0.492,0.352,0.461
178,0.598,-0.023,0.859
179,-0.078,0.176,0.637
180,-0.449,0.266,0.262
181,0.113,-0.129,0.930
182,0.551,-0.223,0.738
183,-0.188,-0.270,1.398
184,-0.203,0.215,0.902
185,0.074,-0.039,1.320
186,0.422,-0.504,1.621
187,-0.039,-0.461,1.590
188,-0.332,-0.066,1.238
189,-0.035,-0.113,1.457
190,0.277,-0.418,1.031
191,-0.074,-0.609,1.379
192,-0.363,-0.316,1.234
193,0.148,0.012,1.039
194,0.176,-0.141,0.523
195,-0.184,-0.473,0.863
196,-0.457,-0.285,0.746
197,-0.059,0.012,0.898
198,0.457,0.246,0.527
199,0.066,0.094,0.629
200,-0.336,0.133,1.102
201,0.047,0.344,1.414
202,0.199,0.461,1.211
203,0.312,0.332,0.672
204,-0.129,0.086,1.207
205,-0.043,0.324,1.277
206,0.336,0.508,0.746
207,0.133,0.090,0.879
208,0.016,-0.207,1.164
209,-0.137,0.008,1.258
210,-0.137,0.008,1.258
211,0.102,0.254,0.895
212,0.145,0.109,1.016
213,-0.102,-0.242,1.262
214,-0.199,-0.430,1.125
215,0.117,-0.129,0.926
216,0.008,-0.066,0.945
217,0.086,-0.207,0.691
218,-0.098,-0.586,1.277
219,0.000,-0.449,0.898
220,0.066,-0.223,0.957
221,-0.016,-0.168,1.012
222,-0.074,-0.434,1.258
223,-0.055,-0.449,1.184
224,0.184,-0.137,1.406
225,0.152,0.215,0.996
226,-0.059,0.016,0.941
227,0.066,-0.207,1.191
228,0.137,-0.027,1.383
229,0.000,0.461,0.977
230,-0.145,0.359,0.855
231,-0.059,-0.094,0.973
232,0.043,-0.094,1.266
233,0.016,0.500,0.715
234,-0.039,0.590,0.387
235,0.113,-0.016,0.719
236,-0.211,-0.273,1.004
237,-0.121,0.242,0.875
238,-0.121,0.242,0.875
239,0.324,0.324,0.621
240,0.082,-0.207,1.109
241,-0.078,-0.246,1.348
242,0.074,0.043,1.504
243,0.023,0.043,1.328
244,0.074,-0.270,1.125
245,0.004,-0.355,1.383
246,0.035,-0.086,1.230
247,0.230,-0.109,0.871
248,0.207,-0.461,1.062
249,0.008,-0.426,1.156
250,0.035,-0.207,0.910
251,-0.223,-0.168,0.949
252,0.188,-0.207,1.059
253,0.297,-0.223,1.172
254,0.066,-0.008,0.602
255,-0.215,0.117,0.859
256,0.094,0.105,1.012
257,0.129,-0.109,1.363
258,-0.156,0.316,0.645
259,-0.199,0.340,0.582
260,-0.062,-0.027,1.168
261,0.191,-0.070,1.383
262,-0.105,0.242,0.996
263,-0.156,0.398,0.801
264,-0.176,0.059,1.074
265,0.145,-0.184,1.469
266,-0.062,0.039,0.961
267,-0.102,0.301,0.766
268,-0.051,0.027,0.961
269,0.164,-0.258,1.414
270,0.062,-0.062,1.086
271,-0.066,-0.035,0.852
272,-0.160,-0.227,1.191
273,0.250,-0.270,1.375
274,0.254,-0.207,1.070
275,0.039,0.000,0.750
276,0.039,-0.156,0.746
277,0.133,-0.445,1.336
278,0.254,-0.418,1.082
279,0.168,-0.031,0.809
280,-0.027,0.070,0.438
281,0.168,-0.418,1.629
282,0.355,-0.254,1.430
283,-0.086,0.082,1.035
284,-0.113,0.273,0.652
285,-0.125,-0.008,1.398
286,0.004,-0.020,1.305
287,0.027,0.156,0.855
288,-0.180,0.297,0.098
289,-0.047,0.016,1.004
290,0.156,-0.039,1.590
291,-0.094,0.277,0.598
292,-0.211,0.312,0.254
293,-0.402,-0.078,1.332
294,0.207,-0.172,1.652
295,0.074,0.199,1.016
296,-0.172,0.418,0.387
297,-0.133,0.051,1.293
298,0.297,-0.234,1.828
299,0.285,-0.043,0.973
300,-0.203,0.090,0.359
301,-0.199,-0.180,1.148
302,0.340,-0.539,1.660
303,0.414,-0.414,1.223
304,0.098,0.105,0.461
305,-0.121,-0.035,0.824
306,0.242,-0.602,1.609
307,0.215,-0.332,0.988
308,-0.055,0.137,0.199
309,-0.328,-0.023,0.984
310,0.266,-0.363,1.637
311,0.336,-0.309,1.234
312,-0.094,0.141,0.570
313,-0.148,0.203,1.516
314,0.047,-0.125,1.012
315,0.129,-0.375,1.273
316,-0.320,0.383,0.434
317,-0.301,0.414,1.020
318,0.141,0.066,1.418
319,0.172,-0.141,0.926
320,-0.340,0.211,0.715
321,-0.223,0.430,0.809
322,0.078,-0.027,1.355
323,0.012,-0.285,1.086
324,-0.180,0.164,1.051
325,0.016,0.379,0.781
326,0.227,0.012,1.598
327,0.133,-0.109,0.945
328,0.023,-0.137,0.840
329,0.055,0.059,0.684
330,0.055,0.059,0.684
331,0.082,-0.031,1.027
332,0.148,-0.219,1.090
333,0.285,-0.156,0.770
334,-0.066,-0.148,0.590
335,0.152,-0.375,1.535
336,0.258,-0.172,1.242
337,0.113,-0.219,0.980
338,-0.098,-0.207,0.758
339,-0.230,-0.211,1.680
340,0.320,0.074,1.195
341,0.168,-0.078,0.965
342,-0.254,-0.125,0.695
343,-0.117,-0.102,1.637
344,0.250,0.211,0.875
345,0.129,0.031,0.754
346,-0.402,-0.188,0.832
347,-0.332,-0.180,1.395
348,0.180,0.207,1.043
349,0.012,0.281,0.520
350,-0.293,0.098,0.918
351,-0.133,-0.012,1.477
352,0.273,0.164,1.176
353,0.129,0.250,0.770
354,-0.191,0.039,0.828
355,-0.102,-0.156,1.297
356,0.137,0.043,1.102
357,0.398,0.219,0.652
358,-0.082,-0.094,0.789
359,-0.082,-0.414,1.352
360,0.250,-0.234,1.312
361,0.227,0.105,0.926
362,0.027,0.000,0.570
363,-0.121,-0.449,1.141
364,0.148,-0.395,1.551
365,0.156,0.066,0.973
366,0.191,0.141,0.539
367,-0.008,-0.328,1.453
368,-0.051,-0.301,1.355
369,-0.031,-0.059,0.965
370,0.012,0.012,0.699
371,-0.215,-0.215,0.941
372,0.027,-0.180,1.215
373,0.199,0.035,1.336
374,0.020,0.254,0.223
375,-0.293,-0.145,1.141
376,0.043,-0.004,1.625
377,0.141,0.289,1.086
378,-0.051,0.289,0.305
379,-0.055,0.016,1.090
380,-0.117,0.008,1.461
381,0.160,0.164,1.109
382,0.160,0.164,1.109
383,0.105,0.273,0.648
384,-0.172,-0.035,1.219
385,0.043,-0.137,1.414
386,0.207,0.043,0.715
387,0.082,0.023,0.797
388,-0.188,-0.004,0.957
389,-0.152,-0.074,1.039
390,0.207,-0.145,0.863
391,0.066,-0.184,0.996
392,-0.156,-0.102,1.059
393,0.152,-0.148,1.195
394,0.273,-0.258,0.938
395,-0.023,-0.242,1.230
396,-0.023,-0.105,1.148
397,0.055,-0.219,1.215
398,0.273,-0.199,1.168
399,0.070,-0.082,0.828
400,-0.027,-0.035,0.969
401,-0.043,0.027,0.816
402,0.113,-0.039,1.074
403,0.027,0.020,0.875
404,-0.125,0.027,0.867
405,-0.055,-0.008,1.098
406,0.137,-0.035,1.129
407,0.031,0.102,1.145
408,-0.176,0.152,1.031
409,-0.117,0.039,1.016
410,0.168,-0.035,1.379
411,0.254,0.301,1.273
412,-0.223,0.348,0.512
413,-0.348,-0.152,1.398
414,0.121,-0.141,1.184
415,0.145,0.055,1.043
416,0.051,0.211,0.539
417,-0.031,-0.070,0.926
418,0.062,-0.281,1.121
419,0.125,-0.199,1.195
420,0.035,0.008,0.371
421,-0.117,-0.344,1.215
422,0.129,-0.324,1.348
423,0.191,-0.168,1.395
424,0.043,0.047,0.848
425,-0.016,-0.059,0.957
426,0.180,-0.270,1.180
427,0.121,-0.262,1.324
428,0.141,0.105,0.797
429,-0.043,0.055,0.625
430,0.113,-0.195,1.254
431,-0.098,-0.121,1.359
432,-0.047,0.047,0.875
433,0.031,-0.023,0.938
434,0.031,0.027,0.898
435,0.148,0.078,1.230
436,-0.082,0.145,0.961
437,-0.230,0.059,0.887
438,-0.043,0.008,1.246
439,0.141,0.137,1.160
440,-0.031,0.234,0.738
441,-0.312,0.066,0.883
442,-0.109,-0.008,1.289
443,0.234,0.055,0.980
444,0.195,0.004,0.930
445,0.023,0.016,0.906
446,0.066,-0.160,1.121
447,-0.004,-0.129,0.902
448,-0.133,-0.133,1.035
449,0.062,-0.027,1.203
450,0.062,-0.027,1.203
451,0.020,-0.109,1.160
452,0.125,-0.273,1.242
453,0.012,-0.109,1.145
454,-0.094,-0.039,1.125
455,0.164,-0.102,0.629
456,0.055,-0.398,1.340
457,0.289,-0.055,0.648
458,-0.129,-0.059,0.691
459,0.074,-0.160,0.961
460,0.199,-0.262,1.117
461,0.105,-0.266,1.262
462,0.184,0.051,0.938
463,-0.016,0.172,1.172
464,0.004,0.070,0.867
465,-0.223,-0.172,1.309
466,-0.039,0.066,1.309
467,0.254,0.309,1.191
468,0.047,0.336,0.656
469,-0.387,0.059,0.816
470,-0.125,-0.160,1.578
471,0.125,0.184,1.047
472,0.051,0.312,0.809
473,-0.152,0.102,0.539
474,-0.035,-0.293,1.262
475,0.047,-0.105,1.156
476,0.016,0.094,0.977
477,-0.020,0.020,0.691
478,0.090,-0.305,1.316
479,0.117,-0.234,1.246
480,0.008,0.066,1.043
481,-0.094,0.074,0.582
482,0.199,-0.391,1.270
483,0.180,-0.328,1.285
484,-0.012,0.016,0.941
485,-0.078,0.180,0.410
486,-0.027,-0.215,0.914
487,0.145,-0.480,1.324
488,0.199,-0.223,1.410
489,0.035,0.234,0.664
490,-0.035,0.012,0.875
491,-0.008,-0.328,1.484
492,0.180,-0.211,1.379
493,0.215,0.086,1.094
494,-0.211,0.234,0.602
495,-0.207,0.023,0.918
496,0.125,-0.133,1.152
497,0.059,0.043,1.211
498,0.062,0.379,0.742
499,-0.016,0.180,0.531
500,-0.250,-0.219,1.180
501,-0.078,-0.020,1.250
502,0.207,0.250,0.914
503,0.223,0.137,0.785
504,0.125,-0.133,1.590
505,-0.285,0.051,1.094
506,-0.141,0.098,1.066
507,0.172,0.090,1.074
508,0.340,0.047,1.180
509,-0.262,0.020,0.934
510,-0.199,-0.020,0.871
511,0.051,-0.145,0.980
512,0.270,-0.305,1.207
513,0.215,-0.160,1.176
514,-0.195,0.043,0.445
515,-0.355,-0.211,0.938
516,-0.035,-0.332,1.078
517,0.211,-0.328,1.227
518,0.199,-0.031,0.777
519,-0.094,-0.141,1.168
520,-0.055,-0.258,1.348
521,0.250,-0.320,1.445
522,0.250,-0.320,1.445
523,0.262,0.023,0.887
524,0.059,0.129,0.621
525,-0.121,-0.027,1.098
526,-0.133,-0.070,1.098
527,0.184,0.035,1.055
528,0.219,0.141,0.746
529,-0.152,0.109,1.117
530,-0.258,0.070,1.023
531,-0.004,0.082,1.020
532,0.211,0.113,0.797
533,0.223,0.078,1.262
534,-0.254,0.160,1.039
535,-0.254,0.129,1.160
536,0.016,0.086,0.945
537,0.246,0.035,0.965
538,0.043,0.082,1.238
539,-0.242,0.086,1.117
540,-0.102,0.008,0.746
541,0.203,-0.254,1.461
542,0.379,-0.188,1.285
543,-0.062,-0.098,0.797
544,-0.195,-0.293,0.973
545,0.008,-0.395,1.305
546,0.441,-0.207,1.102
547,0.121,-0.039,0.660
548,-0.332,-0.250,0.984
549,-0.191,-0.367,1.293
550,0.496,-0.219,0.988
551,0.328,0.023,0.648
552,-0.258,0.094,0.738
553,-0.191,-0.047,1.195
554,0.117,-0.152,0.887
555,0.406,0.094,0.980
556,0.090,0.238,0.887
557,-0.344,0.156,0.996
558,-0.082,-0.031,1.355
559,0.320,0.125,1.234
560,0.230,0.262,1.105
561,-0.281,0.219,0.852
562,-0.379,0.039,1.371
563,0.250,0.102,1.324
564,0.254,0.145,0.785
565,-0.449,0.105,0.613
566,-0.531,-0.051,1.402
567,0.086,-0.062,1.023
568,0.371,-0.086,0.836
569,0.016,-0.031,0.691
570,-0.418,-0.195,1.547
571,0.074,-0.148,1.070
572,0.562,-0.246,0.992
573,0.262,-0.219,0.828
574,-0.141,-0.199,1.332
575,-0.281,-0.094,0.816
576,0.367,-0.270,0.766
577,0.359,-0.336,1.156
578,-0.008,-0.082,1.016
579,-0.473,-0.051,0.777
580,0.137,-0.203,1.117
581,0.520,-0.293,1.398
582,0.184,0.008,0.895
583,-0.453,0.277,0.660
584,-0.168,0.148,1.133
585,0.457,-0.133,1.262
586,0.320,-0.074,1.207
587,-0.480,0.359,1.090
588,-0.621,0.355,0.898
589,0.379,-0.047,1.312
590,0.570,-0.191,1.367
591,-0.520,0.184,0.871
592,-0.688,0.504,0.316
593,0.332,-0.027,1.148
594,0.809,-0.355,1.277
595,-0.160,0.027,0.828
596,-0.754,0.242,0.699
597,0.152,-0.066,1.195
598,1.004,-0.316,1.184
599,-0.004,-0.227,1.109
600,-0.895,0.180,0.941
601,0.109,0.141,0.746
602,1.121,-0.516,1.750
603,0.266,-0.352,1.164
604,-0.969,0.062,0.910
605,-0.320,0.094,0.699
606,1.105,-0.355,1.355
607,0.531,-0.352,1.102
608,-1.133,0.062,0.602
609,-0.715,0.109,0.496
610,1.094,-0.430,1.715
611,0.812,-0.164,1.059
612,-1.117,0.207,0.594
613,-0.918,0.156,0.996
614,0.934,-0.250,1.516
615,1.055,-0.141,1.191
616,-0.953,0.215,0.855
617,-1.035,0.203,1.176
618,0.824,-0.098,1.242
619,1.070,-0.156,1.156
620,-0.852,0.414,0.496
621,-1.113,0.293,0.832
622,0.742,-0.090,1.035
623,1.094,-0.129,1.156
624,-0.609,0.301,0.730
625,-1.160,0.191,0.750
626,0.801,-0.254,1.262
627,1.176,-0.367,1.641
628,-0.605,0.262,0.707
629,-1.074,0.223,0.871
630,0.781,-0.309,1.535
631,1.254,-0.469,1.660
632,-0.578,0.062,0.617
633,-1.109,0.117,0.898
634,0.770,-0.238,1.234
635,1.230,-0.367,1.180
636,-0.602,0.070,0.629
637,-1.312,0.184,0.500
638,-1.312,0.184,0.500
639,0.688,-0.305,1.207
640,1.211,-0.336,1.289
641,-0.590,0.152,0.613
642,-0.590,0.152,0.613
643,-1.293,0.160,0.715
644,0.637,-0.207,1.031
645,1.148,-0.340,1.512
646,-0.500,0.098,1.070
647,-1.090,0.305,0.621
648,0.586,-0.199,1.145
649,0.980,-0.266,1.738
650,-0.723,0.273,0.863
651,-0.953,0.309,0.527
652,0.578,-0.180,1.148
653,0.977,-0.215,1.824
654,-0.633,0.320,0.668
655,-0.777,0.234,0.730
656,0.738,-0.059,1.180
657,0.707,-0.121,1.332
658,-0.543,0.195,0.812
659,-0.453,0.207,0.492
660,0.445,-0.195,1.227
661,0.406,-0.160,1.203
662,-0.234,0.012,0.625
663,-0.176,-0.184,0.988
664,0.332,-0.223,1.227
665,0.141,-0.227,1.012
666,-0.137,-0.230,1.062
667,0.152,-0.176,1.223
668,0.086,-0.102,1.195
669,-0.016,-0.105,1.172
670,-0.051,-0.156,1.148
671,0.070,-0.102,1.102
672,-0.016,0.023,1.047
673,0.043,-0.004,1.160
674,0.020,-0.023,0.773
675,-0.113,0.082,0.730
676,-0.328,0.105,0.770
677,0.234,0.043,1.105
678,0.305,0.043,0.762
679,-0.391,0.016,0.785
680,-0.188,-0.004,1.246
681,0.527,-0.039,1.195
682,0.297,-0.020,1.031
683,-0.359,0.031,1.074
684,0.012,-0.133,1.531
685,0.531,-0.129,1.367
686,0.195,0.043,1.086
687,-0.383,0.113,1.020
688,0.020,-0.168,1.484
689,0.359,0.043,0.801
690,0.359,0.043,0.801
691,-0.156,0.145,0.477
692,-0.355,0.070,0.914
693,-0.004,-0.027,1.168
