Sample,X,Y,Z
0,0.004,0.051,1.059
1,0.023,-0.039,1.035
2,0.023,-0.031,1.031
3,0.027,-0.043,1.047
4,0.023,-0.051,1.047
5,0.016,-0.039,1.043
6,0.020,-0.031,1.035
7,0.020,-0.039,1.031
8,0.016,-0.043,1.039
9,0.020,-0.043,1.039
10,0.027,-0.031,1.035
11,0.035,-0.039,1.043
12,0.027,-0.043,1.043
13,0.016,-0.047,1.031
14,0.020,-0.031,1.023
15,0.023,-0.047,1.051
16,0.016,-0.043,1.039
17,0.016,-0.043,1.039
18,0.027,-0.027,1.035
19,0.027,-0.031,1.035
20,0.023,-0.039,1.031
21,0.012,-0.043,1.039
22,0.027,-0.039,1.027
23,0.035,-0.043,1.047
24,0.023,-0.043,1.078
25,0.023,-0.039,1.055
26,0.023,-0.039,1.074
27,-0.027,-0.031,1.031
28,0.047,-0.039,1.051
29,0.035,-0.031,1.035
30,0.020,-0.039,1.020
31,0.039,-0.035,1.035
32,0.023,-0.035,1.043
33,0.020,-0.047,1.035
34,0.023,-0.043,1.031
35,0.035,-0.035,1.043
36,0.031,-0.043,1.047
37,0.008,-0.043,1.035
38,0.012,-0.047,1.043
39,0.031,-0.027,1.035
40,0.027,-0.035,1.039
41,0.012,-0.035,1.039
42,0.012,-0.035,1.039
43,0.016,-0.039,1.035
44,0.027,-0.039,1.027
45,0.027,-0.035,1.035
46,0.012,-0.047,1.051
47,0.023,-0.047,1.043
48,0.031,-0.043,1.031
49,0.020,-0.016,1.086
50,0.031,-0.031,1.078
51,-0.004,-0.055,1.012
52,0.043,-0.043,1.023
53,0.027,-0.023,1.066
54,0.012,-0.051,1.000
55,0.039,-0.043,1.039
56,0.027,-0.047,1.039
57,0.023,-0.031,1.031
58,0.020,-0.035,1.047
59,0.020,-0.047,1.039
60,0.016,-0.047,1.051
61,0.020,-0.027,1.031
62,0.023,-0.027,1.035
63,0.016,-0.043,1.039
64,0.023,-0.043,1.039
65,0.020,-0.031,1.023
66,0.020,-0.031,1.023
67,0.020,-0.035,1.039
68,0.027,-0.047,1.043
69,0.027,-0.043,1.035
70,0.027,-0.043,1.031
71,0.020,-0.043,1.039
72,0.012,-0.043,1.031
73,0.023,-0.039,1.078
74,0.039,-0.004,1.117
75,-0.004,-0.055,1.012
76,0.023,-0.051,1.066
77,0.047,-0.043,1.133
78,0.039,-0.043,0.988
79,0.000,-0.035,1.043
80,0.016,-0.051,1.043
81,0.031,-0.043,1.031
82,0.027,-0.035,1.039
83,0.016,-0.035,1.039
84,0.023,-0.035,1.035
85,0.023,-0.039,1.039
86,0.027,-0.027,1.035
87,0.023,-0.031,1.043
88,0.020,-0.047,1.039
89,0.035,-0.055,1.035
90,0.027,-0.051,1.039
91,0.020,-0.031,1.035
92,0.023,-0.039,1.031
93,0.023,-0.039,1.031
94,0.020,-0.039,1.039
95,0.023,-0.031,1.051
96,0.004,-0.039,1.109
97,0.031,-0.004,1.168
98,-0.031,0.113,1.133
99,0.043,0.176,1.039
100,-0.023,0.090,1.133
101,-0.023,0.074,1.156
102,0.031,0.316,1.090
103,0.070,0.379,1.035
104,-0.016,0.238,1.062
105,-0.105,0.203,1.238
106,0.012,0.426,1.094
107,0.141,0.543,0.992
108,0.043,0.418,0.965
109,-0.043,0.262,1.203
110,0.020,0.352,1.066
111,0.035,0.418,0.965
112,-0.059,0.457,0.891
113,-0.129,0.270,1.148
114,-0.129,0.223,1.027
115,-0.141,0.320,1.039
116,-0.102,0.504,0.969
117,-0.047,0.457,1.082
118,-0.090,0.305,1.074
119,-0.152,0.359,1.113
120,-0.055,0.652,1.004
121,0.102,0.598,1.062
122,0.094,0.371,1.102
123,-0.027,0.516,1.156
124,0.156,0.859,0.887
125,0.285,0.727,1.055
126,0.203,0.430,1.156
127,0.066,0.430,1.246
128,0.145,0.742,0.762
129,0.219,0.652,0.930
130,0.129,0.387,1.121
131,0.023,0.395,1.176
132,0.012,0.574,0.773
133,0.105,0.508,0.848
134,0.016,0.285,1.113
135,-0.031,0.355,1.277
136,-0.027,0.625,0.812
137,0.035,0.488,0.969
138,-0.160,0.238,1.188
139,-0.168,0.316,1.254
140,-0.047,0.656,0.945
141,-0.098,0.582,0.980
142,-0.211,0.266,0.996
143,-0.242,0.164,1.285
144,-0.199,0.566,1.129
145,0.184,0.746,0.832
146,-0.125,0.316,1.023
147,-0.121,0.164,1.215
148,-0.086,0.664,0.863
149,0.281,0.902,0.801
150,0.277,0.562,1.012
151,0.078,0.254,1.262
152,-0.047,0.621,1.098
153,0.242,0.812,0.809
154,0.188,0.418,1.059
155,0.148,0.273,1.316
156,0.117,0.480,1.047
157,-0.191,0.516,0.879
158,0.109,0.434,1.078
159,0.199,0.148,1.219
160,0.270,0.316,0.980
161,-0.098,0.469,0.602
162,-0.137,0.332,1.289
163,-0.039,0.410,1.090
164,0.297,0.391,0.996
165,0.027,0.387,0.832
166,-0.473,0.422,1.199
167,-0.352,0.547,1.137
168,0.242,0.469,1.121
169,0.160,0.477,0.965
170,-0.266,0.531,1.383
171,-0.426,0.707,1.164
172,-0.074,0.535,1.070
173,0.344,0.406,1.102
174,-0.230,0.512,1.078
175,-0.465,0.711,0.969
176,0.066,0.773,0.539
177,0.531,0.320,0.992
178,0.004,0.180,1.453
179,-0.586,0.523,0.738
180,0.145,0.555,0.520
181,0.602,0.199,1.215
182,0.051,0.215,1.031
183,-0.262,0.195,0.926
184,0.297,0.188,1.109
185,0.770,0.246,1.367
186,0.121,0.129,1.145
187,-0.340,-0.043,1.242
188,0.059,0.129,1.023
189,0.520,0.211,0.902
190,-0.023,0.000,1.168
191,-0.469,-0.082,1.180
192,0.121,0.105,0.668
193,0.355,0.113,1.051
194,-0.070,0.008,1.102
195,-0.551,0.066,1.121
196,-0.023,0.254,0.969
197,0.258,0.219,1.219
198,-0.059,0.078,0.973
199,-0.496,-0.062,1.059
200,-0.215,0.137,1.062
201,0.305,0.363,0.789
202,-0.172,0.160,0.805
203,-0.254,-0.254,1.031
204,-0.070,-0.270,1.164
205,0.289,0.137,0.816
206,0.129,0.094,0.988
207,-0.121,-0.188,0.973
208,0.133,-0.414,1.207
209,0.227,-0.137,1.117
210,0.434,0.227,1.184
211,0.027,0.004,1.031
212,0.172,-0.426,1.062
213,-0.117,-0.488,1.355
214,-0.086,0.023,1.285
215,0.293,0.230,0.801
216,0.051,-0.258,0.973
217,0.039,-0.316,0.840
218,0.074,-0.043,1.305
219,0.086,0.340,0.707
220,0.102,-0.070,0.605
221,0.113,-0.328,1.180
222,-0.105,0.164,1.168
223,-0.035,0.508,0.762
224,0.082,0.168,0.930
225,0.148,-0.211,1.332
226,-0.238,-0.016,1.406
227,-0.324,0.434,0.594
228,-0.102,0.066,1.023
229,0.262,-0.227,0.898
230,-0.004,-0.312,1.148
231,-0.215,0.078,1.113
232,0.027,0.156,0.711
233,0.098,-0.359,0.852
234,-0.191,-0.559,1.457
235,-0.258,-0.039,1.176
236,0.195,0.184,0.914
237,0.156,-0.156,1.180
238,0.156,-0.156,1.180
239,-0.137,-0.410,1.566
240,-0.109,-0.094,1.102
241,0.215,0.082,0.809
242,0.238,-0.062,0.863
243,0.098,-0.203,1.074
244,-0.117,-0.059,0.957
245,0.238,0.066,0.996
246,0.297,0.051,0.664
247,0.125,-0.270,1.152
248,-0.223,-0.094,1.105
249,0.039,0.230,1.090
250,0.387,0.352,0.594
251,0.039,-0.137,1.281
252,0.105,-0.086,1.152
253,-0.207,0.184,1.395
254,0.059,0.395,0.676
255,0.117,0.035,1.012
256,-0.109,-0.133,1.051
257,-0.234,-0.094,1.574
258,-0.234,-0.094,1.574
259,-0.109,0.199,0.387
260,0.051,-0.102,0.957
261,-0.109,-0.281,0.941
262,-0.215,-0.309,1.266
263,-0.219,-0.012,0.668
264,0.082,-0.246,1.375
265,0.445,0.004,0.738
266,0.020,-0.121,1.312
267,-0.039,-0.152,0.898
268,-0.035,-0.141,1.207
269,0.066,-0.047,1.125
270,0.074,-0.152,1.199
271,0.098,-0.094,0.562
272,-0.090,-0.234,1.195
273,0.273,0.090,1.156
274,0.227,0.238,0.621
275,0.164,-0.188,0.996
276,-0.258,-0.172,1.160
277,0.098,0.152,0.789
278,0.254,0.152,0.801
279,0.160,-0.051,1.211
280,-0.203,0.020,1.133
281,-0.047,0.191,0.938
282,0.145,0.062,0.895
283,-0.016,-0.195,1.430
284,-0.250,0.008,1.234
285,-0.211,0.105,1.094
286,-0.211,0.105,1.094
287,0.195,0.027,0.898
288,0.191,-0.102,1.039
289,-0.191,-0.109,1.230
290,-0.262,0.043,0.980
291,-0.027,0.000,0.543
292,0.246,-0.184,1.008
293,0.141,-0.152,1.090
294,-0.117,-0.078,1.078
295,0.074,-0.082,0.965
296,0.352,-0.148,1.188
297,0.082,-0.047,1.070
298,-0.340,-0.055,1.016
299,-0.062,-0.027,0.988
300,0.316,0.051,0.812
301,0.211,-0.148,1.402
302,-0.176,-0.039,1.148
303,-0.203,-0.066,0.957
304,0.250,-0.070,0.824
305,0.324,-0.133,1.230
306,-0.219,-0.062,1.227
307,-0.332,0.000,1.168
308,0.211,0.168,0.703
309,0.477,-0.062,1.352
310,-0.238,-0.051,1.203
311,-0.555,0.090,0.824
312,0.293,0.055,0.656
313,0.551,-0.133,1.137
314,-0.359,-0.098,1.238
315,-0.434,0.168,0.621
316,0.438,0.129,0.805
317,0.688,-0.148,1.129
318,-0.277,-0.133,1.410
319,-0.543,0.145,0.918
320,0.359,0.148,0.844
321,0.512,-0.215,1.324
322,-0.352,-0.148,1.375
323,-0.402,0.125,1.055
324,0.359,0.152,0.910
325,0.602,-0.188,1.285
326,-0.430,-0.289,1.258
327,-0.699,-0.211,0.535
328,0.281,-0.109,0.984
329,0.457,-0.043,1.020
330,-0.203,-0.199,1.133
331,-0.395,-0.090,0.695
332,0.273,-0.125,1.113
333,0.633,0.074,1.008
334,-0.301,-0.094,1.141
335,-0.449,-0.078,0.715
336,0.223,-0.191,1.219
337,0.230,0.203,1.207
338,0.023,0.289,1.145
339,-0.141,0.047,1.082
340,0.172,-0.117,1.207
341,0.230,-0.039,1.227
342,-0.188,0.262,0.848
343,-0.074,0.020,0.852
344,0.000,-0.238,0.723
345,0.234,-0.156,1.352
346,0.148,0.383,0.750
347,0.059,0.082,0.922
348,-0.020,-0.250,0.832
349,0.020,-0.461,1.594
350,0.160,0.152,0.961
351,-0.031,0.152,0.875
352,-0.020,-0.227,0.805
353,0.125,-0.336,1.488
354,0.242,-0.043,1.258
355,-0.039,0.160,0.723
356,0.121,-0.102,0.836
357,-0.059,-0.352,1.285
358,-0.230,-0.230,1.172
359,-0.324,-0.020,0.922
360,-0.078,0.074,0.977
361,0.098,-0.145,1.270
362,0.051,-0.027,1.156
363,-0.324,0.008,1.055
364,-0.008,0.055,1.277
365,0.180,0.113,0.898
366,-0.070,-0.023,1.172
367,-0.078,0.172,0.957
368,0.109,0.176,0.699
369,0.234,-0.012,0.613
370,0.145,-0.137,1.141
371,0.043,0.105,1.164
372,0.164,0.148,0.645
373,0.227,-0.219,1.043
374,-0.008,-0.234,1.289
375,-0.105,-0.035,1.262
376,0.293,0.188,0.793
377,0.332,-0.105,1.211
378,0.027,-0.250,1.465
379,-0.258,-0.086,1.316
380,-0.023,-0.051,0.762
381,0.117,-0.266,1.000
382,-0.195,-0.152,0.961
383,-0.418,-0.102,1.148
384,0.113,0.039,0.695
385,0.180,-0.195,1.172
386,0.070,-0.215,0.855
387,-0.266,-0.105,1.012
388,-0.086,0.121,0.938
389,0.160,0.070,0.750
390,-0.055,-0.047,1.285
391,-0.191,0.094,1.246
392,0.023,0.172,1.102
393,0.391,0.152,0.934
394,0.109,-0.082,1.438
395,0.051,0.199,1.191
396,-0.113,0.184,1.039
397,0.008,0.008,0.668
398,0.125,-0.199,1.066
399,-0.012,-0.078,1.156
400,0.008,0.121,0.809
401,0.203,0.102,0.629
402,0.016,-0.227,1.133
403,0.078,-0.297,1.281
404,0.012,-0.020,1.094
405,0.043,-0.062,0.672
406,0.027,-0.336,1.004
407,-0.215,-0.266,1.270
408,0.152,0.000,1.020
409,0.215,-0.062,0.777
410,0.121,-0.344,1.402
411,0.043,-0.176,1.148
412,-0.121,-0.102,1.129
413,0.012,-0.055,0.902
414,0.027,-0.051,1.012
415,-0.066,0.031,1.246
416,0.109,0.125,0.980
417,0.020,0.074,0.770
418,0.031,0.086,1.113
419,0.078,0.168,1.109
420,-0.125,0.137,0.973
421,-0.008,0.164,0.898
422,-0.066,0.027,1.141
423,0.105,-0.008,1.031
424,-0.031,0.051,0.961
425,-0.129,0.023,0.977
426,0.094,0.078,0.980
427,0.004,-0.035,1.203
428,0.184,-0.090,0.852
429,-0.012,-0.195,1.316
430,0.043,-0.137,1.164
431,0.023,-0.145,0.723
432,-0.004,-0.242,1.258
433,0.148,-0.039,0.852
434,0.016,-0.207,0.848
435,0.113,-0.238,1.242
436,-0.020,-0.152,1.059
437,0.164,-0.121,0.805
438,0.016,-0.074,1.312
439,0.086,0.094,0.570
440,-0.094,-0.102,1.148
441,-0.039,-0.062,1.191
442,0.035,-0.055,1.004
443,-0.047,0.145,0.840
444,0.047,0.113,1.324
445,0.207,0.016,1.102
446,0.020,-0.113,1.277
447,-0.023,0.039,1.250
448,0.016,0.172,1.004
449,-0.211,0.176,0.977
450,-0.023,0.254,0.523
451,-0.027,-0.086,0.953
452,-0.031,-0.016,0.895
453,-0.074,-0.062,1.414
454,0.086,0.215,0.719
455,0.145,0.000,0.754
456,-0.117,-0.254,1.219
457,0.051,-0.242,1.086
458,0.043,-0.195,0.984
459,0.094,-0.004,0.973
460,0.012,-0.055,0.996
461,0.016,-0.266,0.973
462,0.125,-0.289,1.551
463,0.148,-0.008,1.152
464,-0.035,-0.109,0.926
465,-0.191,-0.293,1.031
466,-0.012,-0.188,1.152
467,0.152,0.062,1.230
468,0.273,0.117,0.672
469,-0.062,-0.246,0.957
470,0.062,-0.152,0.863
471,0.102,-0.062,1.250
472,0.367,0.203,0.676
473,0.070,0.020,0.848
474,-0.180,-0.188,1.398
475,0.082,0.027,0.984
476,0.102,0.199,0.766
477,-0.062,0.121,1.207
478,-0.062,0.121,1.207
479,0.020,0.074,1.090
480,-0.059,0.066,1.168
481,-0.168,0.160,0.805
482,-0.035,0.027,1.352
483,-0.117,0.113,1.035
484,0.051,-0.066,0.930
485,0.148,-0.039,1.180
486,-0.266,-0.051,1.105
487,-0.164,-0.102,1.273
488,-0.039,-0.012,0.734
489,0.152,-0.160,1.078
490,0.152,-0.102,0.934
491,-0.152,-0.215,1.207
492,-0.031,-0.031,0.867
493,0.027,-0.082,1.133
494,0.156,-0.062,0.793
495,0.121,-0.227,1.082
496,0.070,-0.098,0.828
497,0.078,-0.086,1.156
